resort,timestamp,season,month,snowfall_inch,snow_depth_inch,temperature_f
Snowbasin,2025-12-01 00:00:00,2025-2026,December 2025,0.0,0.394,8.7
Snowbasin,2025-12-01 01:00:00,2025-2026,December 2025,0.0,0.394,6.6
Snowbasin,2025-12-01 02:00:00,2025-2026,December 2025,0.0,0.394,4.8
Snowbasin,2025-12-01 03:00:00,2025-2026,December 2025,0.0,0.394,4.5
Snowbasin,2025-12-01 04:00:00,2025-2026,December 2025,0.0,0.394,4.4
Snowbasin,2025-12-01 05:00:00,2025-2026,December 2025,0.0,0.394,3.3
Snowbasin,2025-12-01 06:00:00,2025-2026,December 2025,0.0,0.394,2.8
Snowbasin,2025-12-01 07:00:00,2025-2026,December 2025,0.0,0.394,2.4
Snowbasin,2025-12-01 08:00:00,2025-2026,December 2025,0.0,0.394,3.0
Snowbasin,2025-12-01 09:00:00,2025-2026,December 2025,0.0,0.394,9.1
Snowbasin,2025-12-01 10:00:00,2025-2026,December 2025,0.0,0.394,15.6
Snowbasin,2025-12-01 11:00:00,2025-2026,December 2025,0.0,0.394,19.6
Snowbasin,2025-12-01 12:00:00,2025-2026,December 2025,0.0,0.394,21.8
Snowbasin,2025-12-01 13:00:00,2025-2026,December 2025,0.0,0.361,22.6
Snowbasin,2025-12-01 14:00:00,2025-2026,December 2025,0.0,0.361,22.2
Snowbasin,2025-12-01 15:00:00,2025-2026,December 2025,0.0,0.361,21.7
Snowbasin,2025-12-01 16:00:00,2025-2026,December 2025,0.0,0.361,21.1
Snowbasin,2025-12-01 17:00:00,2025-2026,December 2025,0.0,0.361,20.6
Snowbasin,2025-12-01 18:00:00,2025-2026,December 2025,0.0,0.361,19.9
Snowbasin,2025-12-01 19:00:00,2025-2026,December 2025,0.0,0.361,18.6
Snowbasin,2025-12-01 20:00:00,2025-2026,December 2025,0.055,0.361,18.2
Snowbasin,2025-12-01 21:00:00,2025-2026,December 2025,0.0,0.361,17.2
Snowbasin,2025-12-01 22:00:00,2025-2026,December 2025,0.0,0.361,16.0
Snowbasin,2025-12-01 23:00:00,2025-2026,December 2025,0.0,0.394,16.0
Snowbasin,2025-12-02 00:00:00,2025-2026,December 2025,0.0,0.394,16.0
Snowbasin,2025-12-02 01:00:00,2025-2026,December 2025,0.0,0.394,17.6
Snowbasin,2025-12-02 02:00:00,2025-2026,December 2025,0.0,0.394,18.6
Snowbasin,2025-12-02 03:00:00,2025-2026,December 2025,0.028,0.361,19.2
Snowbasin,2025-12-02 04:00:00,2025-2026,December 2025,0.0,0.361,19.8
Snowbasin,2025-12-02 05:00:00,2025-2026,December 2025,0.0,0.427,19.5
Snowbasin,2025-12-02 06:00:00,2025-2026,December 2025,0.0,0.427,18.3
Snowbasin,2025-12-02 07:00:00,2025-2026,December 2025,0.0,0.427,17.7
Snowbasin,2025-12-02 08:00:00,2025-2026,December 2025,0.0,0.427,18.2
Snowbasin,2025-12-02 09:00:00,2025-2026,December 2025,0.0,0.394,21.0
Snowbasin,2025-12-02 10:00:00,2025-2026,December 2025,0.0,0.394,23.7
Snowbasin,2025-12-02 11:00:00,2025-2026,December 2025,0.0,0.394,25.7
Snowbasin,2025-12-02 12:00:00,2025-2026,December 2025,0.028,0.394,26.8
Snowbasin,2025-12-02 13:00:00,2025-2026,December 2025,0.0,0.394,27.6
Snowbasin,2025-12-02 14:00:00,2025-2026,December 2025,0.028,0.394,27.5
Snowbasin,2025-12-02 15:00:00,2025-2026,December 2025,0.055,0.394,25.9
Snowbasin,2025-12-02 16:00:00,2025-2026,December 2025,0.028,0.394,24.9
Snowbasin,2025-12-02 17:00:00,2025-2026,December 2025,0.055,0.361,23.1
Snowbasin,2025-12-02 18:00:00,2025-2026,December 2025,0.0,0.361,23.3
Snowbasin,2025-12-02 19:00:00,2025-2026,December 2025,0.0,0.328,22.8
Snowbasin,2025-12-02 20:00:00,2025-2026,December 2025,0.0,0.361,22.3
Snowbasin,2025-12-02 21:00:00,2025-2026,December 2025,0.0,0.361,19.6
Snowbasin,2025-12-02 22:00:00,2025-2026,December 2025,0.0,0.361,19.7
Snowbasin,2025-12-02 23:00:00,2025-2026,December 2025,0.0,0.361,19.1
Snowbasin,2025-12-03 00:00:00,2025-2026,December 2025,0.0,0.361,16.7
Snowbasin,2025-12-03 01:00:00,2025-2026,December 2025,0.0,0.361,15.9
Snowbasin,2025-12-03 02:00:00,2025-2026,December 2025,0.0,0.361,13.8
Snowbasin,2025-12-03 03:00:00,2025-2026,December 2025,0.0,0.361,12.3
Snowbasin,2025-12-03 04:00:00,2025-2026,December 2025,0.0,0.361,15.8
Snowbasin,2025-12-03 05:00:00,2025-2026,December 2025,0.0,0.394,15.2
Snowbasin,2025-12-03 06:00:00,2025-2026,December 2025,0.028,0.394,14.9
Snowbasin,2025-12-03 07:00:00,2025-2026,December 2025,0.0,0.394,15.5
Snowbasin,2025-12-03 08:00:00,2025-2026,December 2025,0.0,0.394,14.1
Snowbasin,2025-12-03 09:00:00,2025-2026,December 2025,0.0,0.394,16.2
Snowbasin,2025-12-03 10:00:00,2025-2026,December 2025,0.0,0.394,22.3
Snowbasin,2025-12-03 11:00:00,2025-2026,December 2025,0.0,0.394,26.4
Snowbasin,2025-12-03 12:00:00,2025-2026,December 2025,0.0,0.394,26.9
Snowbasin,2025-12-03 13:00:00,2025-2026,December 2025,0.028,0.394,27.5
Snowbasin,2025-12-03 14:00:00,2025-2026,December 2025,0.0,0.394,27.5
Snowbasin,2025-12-03 15:00:00,2025-2026,December 2025,0.028,0.394,25.6
Snowbasin,2025-12-03 16:00:00,2025-2026,December 2025,0.028,0.394,23.7
Snowbasin,2025-12-03 17:00:00,2025-2026,December 2025,0.0,0.361,21.2
Snowbasin,2025-12-03 18:00:00,2025-2026,December 2025,0.0,0.361,19.5
Snowbasin,2025-12-03 19:00:00,2025-2026,December 2025,0.0,0.361,18.2
Snowbasin,2025-12-03 20:00:00,2025-2026,December 2025,0.0,0.361,16.5
Snowbasin,2025-12-03 21:00:00,2025-2026,December 2025,0.0,0.328,14.5
Snowbasin,2025-12-03 22:00:00,2025-2026,December 2025,0.0,0.328,13.5
Snowbasin,2025-12-03 23:00:00,2025-2026,December 2025,0.0,0.328,14.1
Snowbasin,2025-12-04 00:00:00,2025-2026,December 2025,0.0,0.328,13.1
Snowbasin,2025-12-04 01:00:00,2025-2026,December 2025,0.0,0.328,12.6
Snowbasin,2025-12-04 02:00:00,2025-2026,December 2025,0.0,0.328,12.9
Snowbasin,2025-12-04 03:00:00,2025-2026,December 2025,0.0,0.328,12.8
Snowbasin,2025-12-04 04:00:00,2025-2026,December 2025,0.0,0.328,15.9
Snowbasin,2025-12-04 05:00:00,2025-2026,December 2025,0.0,0.328,15.1
Snowbasin,2025-12-04 06:00:00,2025-2026,December 2025,0.0,0.328,14.6
Snowbasin,2025-12-04 07:00:00,2025-2026,December 2025,0.0,0.328,14.9
Snowbasin,2025-12-04 08:00:00,2025-2026,December 2025,0.0,0.328,13.7
Snowbasin,2025-12-04 09:00:00,2025-2026,December 2025,0.0,0.328,15.6
Snowbasin,2025-12-04 10:00:00,2025-2026,December 2025,0.0,0.328,19.9
Snowbasin,2025-12-04 11:00:00,2025-2026,December 2025,0.0,0.295,22.0
Snowbasin,2025-12-04 12:00:00,2025-2026,December 2025,0.0,0.295,22.5
Snowbasin,2025-12-04 13:00:00,2025-2026,December 2025,0.0,0.295,22.8
Snowbasin,2025-12-04 14:00:00,2025-2026,December 2025,0.0,0.295,23.0
Snowbasin,2025-12-04 15:00:00,2025-2026,December 2025,0.0,0.295,22.5
Snowbasin,2025-12-04 16:00:00,2025-2026,December 2025,0.0,0.295,21.0
Snowbasin,2025-12-04 17:00:00,2025-2026,December 2025,0.0,0.262,19.0
Snowbasin,2025-12-04 18:00:00,2025-2026,December 2025,0.0,0.262,17.1
Snowbasin,2025-12-04 19:00:00,2025-2026,December 2025,0.0,0.262,17.4
Snowbasin,2025-12-04 20:00:00,2025-2026,December 2025,0.055,0.262,18.6
Snowbasin,2025-12-04 21:00:00,2025-2026,December 2025,0.11,0.295,19.6
Snowbasin,2025-12-04 22:00:00,2025-2026,December 2025,0.138,0.295,20.0
Snowbasin,2025-12-04 23:00:00,2025-2026,December 2025,0.193,0.328,20.4
Snowbasin,2025-12-05 00:00:00,2025-2026,December 2025,0.193,0.361,20.5
Snowbasin,2025-12-05 01:00:00,2025-2026,December 2025,0.22,0.361,20.7
Snowbasin,2025-12-05 02:00:00,2025-2026,December 2025,0.138,0.394,21.0
Snowbasin,2025-12-05 03:00:00,2025-2026,December 2025,0.11,0.394,21.3
Snowbasin,2025-12-05 04:00:00,2025-2026,December 2025,0.083,0.394,21.8
Snowbasin,2025-12-05 05:00:00,2025-2026,December 2025,0.055,0.427,22.3
Snowbasin,2025-12-05 06:00:00,2025-2026,December 2025,0.138,0.427,22.6
Snowbasin,2025-12-05 07:00:00,2025-2026,December 2025,0.248,0.459,23.1
Snowbasin,2025-12-05 08:00:00,2025-2026,December 2025,0.22,0.492,23.5
Snowbasin,2025-12-05 09:00:00,2025-2026,December 2025,0.165,0.492,24.3
Snowbasin,2025-12-05 10:00:00,2025-2026,December 2025,0.165,0.492,25.3
Snowbasin,2025-12-05 11:00:00,2025-2026,December 2025,0.083,0.525,26.6
Snowbasin,2025-12-05 12:00:00,2025-2026,December 2025,0.028,0.525,27.4
Snowbasin,2025-12-05 13:00:00,2025-2026,December 2025,0.028,0.525,28.0
Snowbasin,2025-12-05 14:00:00,2025-2026,December 2025,0.028,0.525,27.8
Snowbasin,2025-12-05 15:00:00,2025-2026,December 2025,0.165,0.525,27.1
Snowbasin,2025-12-05 16:00:00,2025-2026,December 2025,0.248,0.558,26.6
Snowbasin,2025-12-05 17:00:00,2025-2026,December 2025,0.248,0.558,26.9
Snowbasin,2025-12-05 18:00:00,2025-2026,December 2025,0.138,0.558,27.1
Snowbasin,2025-12-05 19:00:00,2025-2026,December 2025,0.303,0.591,27.4
Snowbasin,2025-12-05 20:00:00,2025-2026,December 2025,0.358,0.623,27.8
Snowbasin,2025-12-05 21:00:00,2025-2026,December 2025,0.524,0.656,27.8
Snowbasin,2025-12-05 22:00:00,2025-2026,December 2025,0.882,0.722,27.6
Snowbasin,2025-12-05 23:00:00,2025-2026,December 2025,0.882,0.722,27.4
Snowbasin,2025-12-06 00:00:00,2025-2026,December 2025,0.138,0.722,27.7
Snowbasin,2025-12-06 01:00:00,2025-2026,December 2025,0.028,0.722,28.2
Snowbasin,2025-12-06 02:00:00,2025-2026,December 2025,0.0,0.722,28.8
Snowbasin,2025-12-06 03:00:00,2025-2026,December 2025,0.028,0.722,28.1
Snowbasin,2025-12-06 04:00:00,2025-2026,December 2025,0.028,0.722,27.5
Snowbasin,2025-12-06 05:00:00,2025-2026,December 2025,0.0,0.722,27.3
Snowbasin,2025-12-06 06:00:00,2025-2026,December 2025,0.0,0.722,25.8
Snowbasin,2025-12-06 07:00:00,2025-2026,December 2025,0.055,0.722,24.8
Snowbasin,2025-12-06 08:00:00,2025-2026,December 2025,0.138,0.722,24.1
Snowbasin,2025-12-06 09:00:00,2025-2026,December 2025,0.028,0.722,23.8
Snowbasin,2025-12-06 10:00:00,2025-2026,December 2025,0.0,0.722,28.0
Snowbasin,2025-12-06 11:00:00,2025-2026,December 2025,0.0,0.623,29.9
Snowbasin,2025-12-06 12:00:00,2025-2026,December 2025,0.0,0.623,30.8
Snowbasin,2025-12-06 13:00:00,2025-2026,December 2025,0.028,0.623,31.4
Snowbasin,2025-12-06 14:00:00,2025-2026,December 2025,0.028,0.623,31.6
Snowbasin,2025-12-06 15:00:00,2025-2026,December 2025,0.0,0.623,31.0
Snowbasin,2025-12-06 16:00:00,2025-2026,December 2025,0.0,0.623,29.5
Snowbasin,2025-12-06 17:00:00,2025-2026,December 2025,0.0,0.558,25.3
Snowbasin,2025-12-06 18:00:00,2025-2026,December 2025,0.0,0.558,22.8
Snowbasin,2025-12-06 19:00:00,2025-2026,December 2025,0.055,0.558,21.3
Snowbasin,2025-12-06 20:00:00,2025-2026,December 2025,0.0,0.558,18.2
Snowbasin,2025-12-06 21:00:00,2025-2026,December 2025,0.0,0.558,16.5
Snowbasin,2025-12-06 22:00:00,2025-2026,December 2025,0.0,0.558,16.2
Snowbasin,2025-12-06 23:00:00,2025-2026,December 2025,0.0,0.525,18.9
Snowbasin,2025-12-07 00:00:00,2025-2026,December 2025,0.0,0.525,17.8
Snowbasin,2025-12-07 01:00:00,2025-2026,December 2025,0.0,0.525,15.6
Snowbasin,2025-12-07 02:00:00,2025-2026,December 2025,0.0,0.525,13.9
Snowbasin,2025-12-07 03:00:00,2025-2026,December 2025,0.0,0.525,11.2
Snowbasin,2025-12-07 04:00:00,2025-2026,December 2025,0.0,0.525,8.4
Snowbasin,2025-12-07 05:00:00,2025-2026,December 2025,0.0,0.492,7.6
Snowbasin,2025-12-07 06:00:00,2025-2026,December 2025,0.0,0.492,7.8
Snowbasin,2025-12-07 07:00:00,2025-2026,December 2025,0.0,0.492,7.9
Snowbasin,2025-12-07 08:00:00,2025-2026,December 2025,0.0,0.492,8.7
Snowbasin,2025-12-07 09:00:00,2025-2026,December 2025,0.0,0.492,12.0
Snowbasin,2025-12-07 10:00:00,2025-2026,December 2025,0.0,0.492,17.5
Snowbasin,2025-12-07 11:00:00,2025-2026,December 2025,0.0,0.492,23.8
Snowbasin,2025-12-07 12:00:00,2025-2026,December 2025,0.0,0.492,27.1
Snowbasin,2025-12-07 13:00:00,2025-2026,December 2025,0.0,0.492,29.7
Snowbasin,2025-12-07 14:00:00,2025-2026,December 2025,0.0,0.492,30.9
Snowbasin,2025-12-07 15:00:00,2025-2026,December 2025,0.0,0.492,31.3
Snowbasin,2025-12-07 16:00:00,2025-2026,December 2025,0.0,0.492,30.1
Snowbasin,2025-12-07 17:00:00,2025-2026,December 2025,0.0,0.459,25.7
Snowbasin,2025-12-07 18:00:00,2025-2026,December 2025,0.0,0.459,24.2
Snowbasin,2025-12-07 19:00:00,2025-2026,December 2025,0.0,0.459,23.7
Snowbasin,2025-12-07 20:00:00,2025-2026,December 2025,0.0,0.459,23.2
Snowbasin,2025-12-07 21:00:00,2025-2026,December 2025,0.0,0.459,23.2
Snowbasin,2025-12-07 22:00:00,2025-2026,December 2025,0.0,0.459,22.8
Snowbasin,2025-12-07 23:00:00,2025-2026,December 2025,0.0,0.459,25.0
Snowbasin,2025-12-08 00:00:00,2025-2026,December 2025,0.0,0.459,26.4
Snowbasin,2025-12-08 01:00:00,2025-2026,December 2025,0.0,0.459,26.8
Snowbasin,2025-12-08 02:00:00,2025-2026,December 2025,0.0,0.459,26.7
Snowbasin,2025-12-08 03:00:00,2025-2026,December 2025,0.0,0.459,26.1
Snowbasin,2025-12-08 04:00:00,2025-2026,December 2025,0.0,0.459,26.3
Snowbasin,2025-12-08 05:00:00,2025-2026,December 2025,0.0,0.459,18.6
Snowbasin,2025-12-08 06:00:00,2025-2026,December 2025,0.0,0.459,19.8
Snowbasin,2025-12-08 07:00:00,2025-2026,December 2025,0.028,0.459,21.0
Snowbasin,2025-12-08 08:00:00,2025-2026,December 2025,0.0,0.459,20.4
Snowbasin,2025-12-08 09:00:00,2025-2026,December 2025,0.0,0.459,22.6
Snowbasin,2025-12-08 10:00:00,2025-2026,December 2025,0.0,0.459,29.0
Snowbasin,2025-12-08 11:00:00,2025-2026,December 2025,0.0,0.459,33.2
Snowbasin,2025-12-08 12:00:00,2025-2026,December 2025,0.0,0.459,34.5
Snowbasin,2025-12-08 13:00:00,2025-2026,December 2025,0.0,0.459,34.7
Snowbasin,2025-12-08 14:00:00,2025-2026,December 2025,0.0,0.427,34.5
Snowbasin,2025-12-08 15:00:00,2025-2026,December 2025,0.0,0.427,33.9
Snowbasin,2025-12-08 16:00:00,2025-2026,December 2025,0.0,0.427,29.3
Snowbasin,2025-12-08 17:00:00,2025-2026,December 2025,0.0,0.427,28.2
Snowbasin,2025-12-08 18:00:00,2025-2026,December 2025,0.0,0.427,25.3
Snowbasin,2025-12-08 19:00:00,2025-2026,December 2025,0.0,0.427,23.3
Snowbasin,2025-12-08 20:00:00,2025-2026,December 2025,0.0,0.427,21.6
Snowbasin,2025-12-08 21:00:00,2025-2026,December 2025,0.0,0.427,20.1
Snowbasin,2025-12-08 22:00:00,2025-2026,December 2025,0.0,0.427,18.0
Snowbasin,2025-12-08 23:00:00,2025-2026,December 2025,0.0,0.427,20.1
Snowbasin,2025-12-09 00:00:00,2025-2026,December 2025,0.0,0.427,18.0
Snowbasin,2025-12-09 01:00:00,2025-2026,December 2025,0.0,0.427,17.2
Snowbasin,2025-12-09 02:00:00,2025-2026,December 2025,0.0,0.427,16.6
Snowbasin,2025-12-09 03:00:00,2025-2026,December 2025,0.0,0.394,16.9
Snowbasin,2025-12-09 04:00:00,2025-2026,December 2025,0.0,0.394,16.6
Snowbasin,2025-12-09 05:00:00,2025-2026,December 2025,0.0,0.394,20.7
Snowbasin,2025-12-09 06:00:00,2025-2026,December 2025,0.0,0.394,22.6
Snowbasin,2025-12-09 07:00:00,2025-2026,December 2025,0.0,0.394,22.4
Snowbasin,2025-12-09 08:00:00,2025-2026,December 2025,0.0,0.394,22.9
Snowbasin,2025-12-09 09:00:00,2025-2026,December 2025,0.0,0.394,23.7
Snowbasin,2025-12-09 10:00:00,2025-2026,December 2025,0.0,0.394,29.7
Snowbasin,2025-12-09 11:00:00,2025-2026,December 2025,0.0,0.427,35.8
Snowbasin,2025-12-09 12:00:00,2025-2026,December 2025,0.0,0.427,35.1
Snowbasin,2025-12-09 13:00:00,2025-2026,December 2025,0.0,0.394,34.2
Snowbasin,2025-12-09 14:00:00,2025-2026,December 2025,0.0,0.394,35.6
Snowbasin,2025-12-09 15:00:00,2025-2026,December 2025,0.0,0.394,34.1
Snowbasin,2025-12-09 16:00:00,2025-2026,December 2025,0.0,0.394,32.7
Snowbasin,2025-12-09 17:00:00,2025-2026,December 2025,0.0,0.394,35.4
Snowbasin,2025-12-09 18:00:00,2025-2026,December 2025,0.0,0.394,35.3
Snowbasin,2025-12-09 19:00:00,2025-2026,December 2025,0.0,0.394,34.7
Snowbasin,2025-12-09 20:00:00,2025-2026,December 2025,0.0,0.394,35.0
Snowbasin,2025-12-09 21:00:00,2025-2026,December 2025,0.0,0.394,34.8
Snowbasin,2025-12-09 22:00:00,2025-2026,December 2025,0.0,0.394,34.3
Snowbasin,2025-12-09 23:00:00,2025-2026,December 2025,0.0,0.394,32.8
Snowbasin,2025-12-10 00:00:00,2025-2026,December 2025,0.0,0.394,32.3
Snowbasin,2025-12-10 01:00:00,2025-2026,December 2025,0.0,0.394,32.0
Snowbasin,2025-12-10 02:00:00,2025-2026,December 2025,0.0,0.394,32.9
Snowbasin,2025-12-10 03:00:00,2025-2026,December 2025,0.0,0.394,34.3
Snowbasin,2025-12-10 04:00:00,2025-2026,December 2025,0.0,0.361,33.5
Snowbasin,2025-12-10 05:00:00,2025-2026,December 2025,0.0,0.361,33.7
Snowbasin,2025-12-10 06:00:00,2025-2026,December 2025,0.0,0.361,32.2
Snowbasin,2025-12-10 07:00:00,2025-2026,December 2025,0.0,0.361,31.7
Snowbasin,2025-12-10 08:00:00,2025-2026,December 2025,0.0,0.361,30.0
Snowbasin,2025-12-10 09:00:00,2025-2026,December 2025,0.0,0.361,30.4
Snowbasin,2025-12-10 10:00:00,2025-2026,December 2025,0.0,0.361,33.9
Snowbasin,2025-12-10 11:00:00,2025-2026,December 2025,0.0,0.361,39.5
Snowbasin,2025-12-10 12:00:00,2025-2026,December 2025,0.0,0.328,38.3
Snowbasin,2025-12-10 13:00:00,2025-2026,December 2025,0.0,0.328,38.6
Snowbasin,2025-12-10 14:00:00,2025-2026,December 2025,0.0,0.328,37.9
Snowbasin,2025-12-10 15:00:00,2025-2026,December 2025,0.0,0.295,36.9
Snowbasin,2025-12-10 16:00:00,2025-2026,December 2025,0.0,0.295,35.0
Snowbasin,2025-12-10 17:00:00,2025-2026,December 2025,0.0,0.295,33.4
Snowbasin,2025-12-10 18:00:00,2025-2026,December 2025,0.0,0.295,31.2
Snowbasin,2025-12-10 19:00:00,2025-2026,December 2025,0.0,0.295,29.7
Snowbasin,2025-12-10 20:00:00,2025-2026,December 2025,0.0,0.295,27.6
Snowbasin,2025-12-10 21:00:00,2025-2026,December 2025,0.0,0.295,24.8
Snowbasin,2025-12-10 22:00:00,2025-2026,December 2025,0.0,0.295,22.8
Snowbasin,2025-12-10 23:00:00,2025-2026,December 2025,0.0,0.295,24.9
Snowbasin,2025-12-11 00:00:00,2025-2026,December 2025,0.0,0.295,23.6
Snowbasin,2025-12-11 01:00:00,2025-2026,December 2025,0.0,0.295,23.4
Snowbasin,2025-12-11 02:00:00,2025-2026,December 2025,0.0,0.295,21.9
Snowbasin,2025-12-11 03:00:00,2025-2026,December 2025,0.0,0.295,20.5
Snowbasin,2025-12-11 04:00:00,2025-2026,December 2025,0.0,0.295,20.0
Snowbasin,2025-12-11 05:00:00,2025-2026,December 2025,0.0,0.295,21.1
Snowbasin,2025-12-11 06:00:00,2025-2026,December 2025,0.0,0.295,20.9
Snowbasin,2025-12-11 07:00:00,2025-2026,December 2025,0.0,0.295,20.3
Snowbasin,2025-12-11 08:00:00,2025-2026,December 2025,0.0,0.295,19.4
Snowbasin,2025-12-11 09:00:00,2025-2026,December 2025,0.0,0.295,21.7
Snowbasin,2025-12-11 10:00:00,2025-2026,December 2025,0.0,0.295,28.5
Snowbasin,2025-12-11 11:00:00,2025-2026,December 2025,0.0,0.328,37.4
Snowbasin,2025-12-11 12:00:00,2025-2026,December 2025,0.0,0.295,37.2
Snowbasin,2025-12-11 13:00:00,2025-2026,December 2025,0.0,0.295,37.6
Snowbasin,2025-12-11 14:00:00,2025-2026,December 2025,0.0,0.295,37.5
Snowbasin,2025-12-11 15:00:00,2025-2026,December 2025,0.0,0.262,36.7
Snowbasin,2025-12-11 16:00:00,2025-2026,December 2025,0.0,0.262,34.1
Snowbasin,2025-12-11 17:00:00,2025-2026,December 2025,0.0,0.262,32.2
Snowbasin,2025-12-11 18:00:00,2025-2026,December 2025,0.0,0.262,29.6
Snowbasin,2025-12-11 19:00:00,2025-2026,December 2025,0.0,0.262,27.2
Snowbasin,2025-12-11 20:00:00,2025-2026,December 2025,0.0,0.262,24.8
Snowbasin,2025-12-11 21:00:00,2025-2026,December 2025,0.0,0.262,22.9
Snowbasin,2025-12-11 22:00:00,2025-2026,December 2025,0.0,0.262,21.9
Snowbasin,2025-12-11 23:00:00,2025-2026,December 2025,0.0,0.295,23.9
Snowbasin,2025-12-12 00:00:00,2025-2026,December 2025,0.0,0.295,22.2
Snowbasin,2025-12-12 01:00:00,2025-2026,December 2025,0.0,0.295,21.2
Snowbasin,2025-12-12 02:00:00,2025-2026,December 2025,0.0,0.295,20.2
Snowbasin,2025-12-12 03:00:00,2025-2026,December 2025,0.0,0.295,19.0
Snowbasin,2025-12-12 04:00:00,2025-2026,December 2025,0.0,0.295,17.9
Snowbasin,2025-12-12 05:00:00,2025-2026,December 2025,0.0,0.295,18.8
Snowbasin,2025-12-12 06:00:00,2025-2026,December 2025,0.0,0.295,18.1
Snowbasin,2025-12-12 07:00:00,2025-2026,December 2025,0.0,0.295,17.2
Snowbasin,2025-12-12 08:00:00,2025-2026,December 2025,0.0,0.295,16.8
Snowbasin,2025-12-12 09:00:00,2025-2026,December 2025,0.0,0.295,21.1
Snowbasin,2025-12-12 10:00:00,2025-2026,December 2025,0.0,0.295,28.1
Snowbasin,2025-12-12 11:00:00,2025-2026,December 2025,0.0,0.262,34.3
Snowbasin,2025-12-12 12:00:00,2025-2026,December 2025,0.0,0.262,35.9
Snowbasin,2025-12-12 13:00:00,2025-2026,December 2025,0.0,0.262,36.1
Snowbasin,2025-12-12 14:00:00,2025-2026,December 2025,0.0,0.23,35.9
Snowbasin,2025-12-12 15:00:00,2025-2026,December 2025,0.0,0.23,35.6
Snowbasin,2025-12-12 16:00:00,2025-2026,December 2025,0.0,0.23,33.3
Snowbasin,2025-12-12 17:00:00,2025-2026,December 2025,0.0,0.23,30.6
Snowbasin,2025-12-12 18:00:00,2025-2026,December 2025,0.0,0.23,28.0
Snowbasin,2025-12-12 19:00:00,2025-2026,December 2025,0.0,0.23,26.3
Snowbasin,2025-12-12 20:00:00,2025-2026,December 2025,0.0,0.23,24.6
Snowbasin,2025-12-12 21:00:00,2025-2026,December 2025,0.0,0.23,22.9
Snowbasin,2025-12-12 22:00:00,2025-2026,December 2025,0.0,0.262,20.6
Snowbasin,2025-12-12 23:00:00,2025-2026,December 2025,0.0,0.262,20.7
Snowbasin,2025-12-13 00:00:00,2025-2026,December 2025,0.0,0.262,18.8
Snowbasin,2025-12-13 01:00:00,2025-2026,December 2025,0.0,0.262,18.3
Snowbasin,2025-12-13 02:00:00,2025-2026,December 2025,0.0,0.262,17.6
Snowbasin,2025-12-13 03:00:00,2025-2026,December 2025,0.0,0.262,16.1
Snowbasin,2025-12-13 04:00:00,2025-2026,December 2025,0.0,0.262,15.1
Snowbasin,2025-12-13 05:00:00,2025-2026,December 2025,0.0,0.23,13.9
Snowbasin,2025-12-13 06:00:00,2025-2026,December 2025,0.0,0.23,13.5
Snowbasin,2025-12-13 07:00:00,2025-2026,December 2025,0.0,0.23,13.7
Snowbasin,2025-12-13 08:00:00,2025-2026,December 2025,0.0,0.23,13.4
Snowbasin,2025-12-13 09:00:00,2025-2026,December 2025,0.0,0.23,17.7
Snowbasin,2025-12-13 10:00:00,2025-2026,December 2025,0.0,0.23,26.1
Snowbasin,2025-12-13 11:00:00,2025-2026,December 2025,0.0,0.23,33.7
Snowbasin,2025-12-13 12:00:00,2025-2026,December 2025,0.0,0.23,36.2
Snowbasin,2025-12-13 13:00:00,2025-2026,December 2025,0.0,0.23,38.4
Snowbasin,2025-12-13 14:00:00,2025-2026,December 2025,0.0,0.23,38.8
Snowbasin,2025-12-13 15:00:00,2025-2026,December 2025,0.0,0.197,38.3
Snowbasin,2025-12-13 16:00:00,2025-2026,December 2025,0.0,0.197,35.2
Snowbasin,2025-12-13 17:00:00,2025-2026,December 2025,0.0,0.197,31.9
Snowbasin,2025-12-13 18:00:00,2025-2026,December 2025,0.0,0.197,27.0
Snowbasin,2025-12-13 19:00:00,2025-2026,December 2025,0.0,0.197,22.0
Snowbasin,2025-12-13 20:00:00,2025-2026,December 2025,0.0,0.197,19.2
Snowbasin,2025-12-13 21:00:00,2025-2026,December 2025,0.0,0.197,18.3
Snowbasin,2025-12-13 22:00:00,2025-2026,December 2025,0.0,0.197,17.7
Snowbasin,2025-12-13 23:00:00,2025-2026,December 2025,0.0,0.197,19.2
Snowbasin,2025-12-14 00:00:00,2025-2026,December 2025,0.0,0.197,19.5
Snowbasin,2025-12-14 01:00:00,2025-2026,December 2025,0.0,0.197,19.3
Snowbasin,2025-12-14 02:00:00,2025-2026,December 2025,0.0,0.197,18.4
Snowbasin,2025-12-14 03:00:00,2025-2026,December 2025,0.0,0.197,18.0
Snowbasin,2025-12-14 04:00:00,2025-2026,December 2025,0.0,0.197,17.0
Snowbasin,2025-12-14 05:00:00,2025-2026,December 2025,0.0,0.197,17.1
Snowbasin,2025-12-14 06:00:00,2025-2026,December 2025,0.0,0.197,15.6
Snowbasin,2025-12-14 07:00:00,2025-2026,December 2025,0.0,0.197,14.8
Snowbasin,2025-12-14 08:00:00,2025-2026,December 2025,0.0,0.197,13.7
Snowbasin,2025-12-14 09:00:00,2025-2026,December 2025,0.0,0.197,18.5
Snowbasin,2025-12-14 10:00:00,2025-2026,December 2025,0.0,0.197,27.4
Snowbasin,2025-12-14 11:00:00,2025-2026,December 2025,0.0,0.197,36.8
