resort,timestamp,season,month,snowfall_inch,snow_depth_inch,temperature_f
Snowbasin,2023-12-24 12:00:00,2023-2024,December 2023,0.0,0.525,14.7
Snowbasin,2023-12-24 13:00:00,2023-2024,December 2023,0.0,0.525,17.1
Snowbasin,2023-12-24 14:00:00,2023-2024,December 2023,0.0,0.525,18.2
Snowbasin,2023-12-24 15:00:00,2023-2024,December 2023,0.0,0.525,17.1
Snowbasin,2023-12-24 16:00:00,2023-2024,December 2023,0.0,0.525,13.7
Snowbasin,2023-12-24 17:00:00,2023-2024,December 2023,0.0,0.525,14.8
Snowbasin,2023-12-24 18:00:00,2023-2024,December 2023,0.0,0.525,13.7
Snowbasin,2023-12-24 19:00:00,2023-2024,December 2023,0.0,0.525,11.0
Snowbasin,2023-12-24 20:00:00,2023-2024,December 2023,0.0,0.525,0.7
Snowbasin,2023-12-24 21:00:00,2023-2024,December 2023,0.0,0.525,-3.2
Snowbasin,2023-12-24 22:00:00,2023-2024,December 2023,0.0,0.525,-3.4
Snowbasin,2023-12-24 23:00:00,2023-2024,December 2023,0.0,0.525,-6.5
Snowbasin,2023-12-25 00:00:00,2023-2024,December 2023,0.0,0.525,-11.0
Snowbasin,2023-12-25 01:00:00,2023-2024,December 2023,0.0,0.525,-14.0
Snowbasin,2023-12-25 02:00:00,2023-2024,December 2023,0.0,0.525,-15.1
Snowbasin,2023-12-25 03:00:00,2023-2024,December 2023,0.0,0.525,-15.4
Snowbasin,2023-12-25 04:00:00,2023-2024,December 2023,0.0,0.525,-15.8
Snowbasin,2023-12-25 05:00:00,2023-2024,December 2023,0.0,0.525,-16.3
Snowbasin,2023-12-25 06:00:00,2023-2024,December 2023,0.0,0.525,-11.5
Snowbasin,2023-12-25 07:00:00,2023-2024,December 2023,0.0,0.525,-10.5
Snowbasin,2023-12-25 08:00:00,2023-2024,December 2023,0.0,0.525,-9.2
Snowbasin,2023-12-25 09:00:00,2023-2024,December 2023,0.0,0.525,-3.9
Snowbasin,2023-12-25 10:00:00,2023-2024,December 2023,0.0,0.525,2.6
Snowbasin,2023-12-25 11:00:00,2023-2024,December 2023,0.0,0.525,9.0
Snowbasin,2023-12-25 12:00:00,2023-2024,December 2023,0.0,0.525,14.1
Snowbasin,2023-12-25 13:00:00,2023-2024,December 2023,0.0,0.525,17.0
Snowbasin,2023-12-25 14:00:00,2023-2024,December 2023,0.0,0.525,17.9
Snowbasin,2023-12-25 15:00:00,2023-2024,December 2023,0.0,0.525,17.5
Snowbasin,2023-12-25 16:00:00,2023-2024,December 2023,0.0,0.525,13.3
Snowbasin,2023-12-25 17:00:00,2023-2024,December 2023,0.0,0.525,14.5
Snowbasin,2023-12-25 18:00:00,2023-2024,December 2023,0.0,0.525,11.4
Snowbasin,2023-12-25 19:00:00,2023-2024,December 2023,0.0,0.525,-1.7
Snowbasin,2023-12-25 20:00:00,2023-2024,December 2023,0.0,0.525,-2.9
Snowbasin,2023-12-25 21:00:00,2023-2024,December 2023,0.0,0.525,-4.3
Snowbasin,2023-12-25 22:00:00,2023-2024,December 2023,0.0,0.525,-7.2
Snowbasin,2023-12-25 23:00:00,2023-2024,December 2023,0.0,0.525,-9.8
Snowbasin,2023-12-26 00:00:00,2023-2024,December 2023,0.0,0.525,-12.3
Snowbasin,2023-12-26 01:00:00,2023-2024,December 2023,0.0,0.525,-14.2
Snowbasin,2023-12-26 02:00:00,2023-2024,December 2023,0.0,0.525,-15.4
Snowbasin,2023-12-26 03:00:00,2023-2024,December 2023,0.0,0.525,-16.1
Snowbasin,2023-12-26 04:00:00,2023-2024,December 2023,0.0,0.525,-16.2
Snowbasin,2023-12-26 05:00:00,2023-2024,December 2023,0.0,0.525,-17.0
Snowbasin,2023-12-26 06:00:00,2023-2024,December 2023,0.0,0.525,-16.4
Snowbasin,2023-12-26 07:00:00,2023-2024,December 2023,0.0,0.525,-15.9
Snowbasin,2023-12-26 08:00:00,2023-2024,December 2023,0.0,0.525,-15.0
Snowbasin,2023-12-26 09:00:00,2023-2024,December 2023,0.0,0.525,-10.5
Snowbasin,2023-12-26 10:00:00,2023-2024,December 2023,0.0,0.525,-0.5
Snowbasin,2023-12-26 11:00:00,2023-2024,December 2023,0.0,0.525,9.7
Snowbasin,2023-12-26 12:00:00,2023-2024,December 2023,0.0,0.525,16.6
Snowbasin,2023-12-26 13:00:00,2023-2024,December 2023,0.0,0.525,19.7
Snowbasin,2023-12-26 14:00:00,2023-2024,December 2023,0.0,0.525,21.0
Snowbasin,2023-12-26 15:00:00,2023-2024,December 2023,0.0,0.525,20.8
Snowbasin,2023-12-26 16:00:00,2023-2024,December 2023,0.0,0.525,19.6
Snowbasin,2023-12-26 17:00:00,2023-2024,December 2023,0.0,0.525,19.5
Snowbasin,2023-12-26 18:00:00,2023-2024,December 2023,0.0,0.525,18.4
Snowbasin,2023-12-26 19:00:00,2023-2024,December 2023,0.0,0.525,16.4
Snowbasin,2023-12-26 20:00:00,2023-2024,December 2023,0.0,0.525,14.8
Snowbasin,2023-12-26 21:00:00,2023-2024,December 2023,0.0,0.525,13.8
Snowbasin,2023-12-26 22:00:00,2023-2024,December 2023,0.0,0.525,12.9
Snowbasin,2023-12-26 23:00:00,2023-2024,December 2023,0.0,0.525,11.9
Snowbasin,2023-12-27 00:00:00,2023-2024,December 2023,0.0,0.525,11.1
Snowbasin,2023-12-27 01:00:00,2023-2024,December 2023,0.0,0.525,10.0
Snowbasin,2023-12-27 02:00:00,2023-2024,December 2023,0.0,0.525,8.1
Snowbasin,2023-12-27 03:00:00,2023-2024,December 2023,0.0,0.525,6.2
Snowbasin,2023-12-27 04:00:00,2023-2024,December 2023,0.0,0.525,5.7
Snowbasin,2023-12-27 05:00:00,2023-2024,December 2023,0.0,0.525,3.9
Snowbasin,2023-12-27 06:00:00,2023-2024,December 2023,0.0,0.525,1.8
Snowbasin,2023-12-27 07:00:00,2023-2024,December 2023,0.0,0.525,-0.1
Snowbasin,2023-12-27 08:00:00,2023-2024,December 2023,0.0,0.525,-1.6
Snowbasin,2023-12-27 09:00:00,2023-2024,December 2023,0.0,0.525,0.8
Snowbasin,2023-12-27 10:00:00,2023-2024,December 2023,0.0,0.525,10.2
Snowbasin,2023-12-27 11:00:00,2023-2024,December 2023,0.0,0.525,19.2
Snowbasin,2023-12-27 12:00:00,2023-2024,December 2023,0.0,0.525,24.1
Snowbasin,2023-12-27 13:00:00,2023-2024,December 2023,0.0,0.525,26.2
Snowbasin,2023-12-27 14:00:00,2023-2024,December 2023,0.0,0.525,26.6
Snowbasin,2023-12-27 15:00:00,2023-2024,December 2023,0.0,0.525,25.5
Snowbasin,2023-12-27 16:00:00,2023-2024,December 2023,0.0,0.525,25.1
Snowbasin,2023-12-27 17:00:00,2023-2024,December 2023,0.0,0.525,23.3
Snowbasin,2023-12-27 18:00:00,2023-2024,December 2023,0.0,0.525,20.3
Snowbasin,2023-12-27 19:00:00,2023-2024,December 2023,0.0,0.525,10.1
Snowbasin,2023-12-27 20:00:00,2023-2024,December 2023,0.0,0.525,8.9
Snowbasin,2023-12-27 21:00:00,2023-2024,December 2023,0.0,0.525,8.5
Snowbasin,2023-12-27 22:00:00,2023-2024,December 2023,0.0,0.525,8.0
Snowbasin,2023-12-27 23:00:00,2023-2024,December 2023,0.0,0.525,7.3
Snowbasin,2023-12-28 00:00:00,2023-2024,December 2023,0.0,0.525,7.7
Snowbasin,2023-12-28 01:00:00,2023-2024,December 2023,0.0,0.525,7.0
Snowbasin,2023-12-28 02:00:00,2023-2024,December 2023,0.0,0.525,6.8
Snowbasin,2023-12-28 03:00:00,2023-2024,December 2023,0.0,0.525,7.1
Snowbasin,2023-12-28 04:00:00,2023-2024,December 2023,0.0,0.525,6.7
Snowbasin,2023-12-28 05:00:00,2023-2024,December 2023,0.0,0.525,8.5
Snowbasin,2023-12-28 06:00:00,2023-2024,December 2023,0.0,0.525,12.4
Snowbasin,2023-12-28 07:00:00,2023-2024,December 2023,0.0,0.525,12.0
Snowbasin,2023-12-28 08:00:00,2023-2024,December 2023,0.0,0.525,11.5
Snowbasin,2023-12-28 09:00:00,2023-2024,December 2023,0.0,0.525,12.7
Snowbasin,2023-12-28 10:00:00,2023-2024,December 2023,0.0,0.525,19.4
Snowbasin,2023-12-28 11:00:00,2023-2024,December 2023,0.0,0.525,26.4
Snowbasin,2023-12-28 12:00:00,2023-2024,December 2023,0.0,0.492,29.2
Snowbasin,2023-12-28 13:00:00,2023-2024,December 2023,0.0,0.492,30.9
Snowbasin,2023-12-28 14:00:00,2023-2024,December 2023,0.0,0.492,30.6
Snowbasin,2023-12-28 15:00:00,2023-2024,December 2023,0.0,0.492,29.9
Snowbasin,2023-12-28 16:00:00,2023-2024,December 2023,0.0,0.492,30.3
Snowbasin,2023-12-28 17:00:00,2023-2024,December 2023,0.0,0.492,28.2
Snowbasin,2023-12-28 18:00:00,2023-2024,December 2023,0.0,0.492,22.8
Snowbasin,2023-12-28 19:00:00,2023-2024,December 2023,0.0,0.492,18.3
Snowbasin,2023-12-28 20:00:00,2023-2024,December 2023,0.0,0.492,14.1
Snowbasin,2023-12-28 21:00:00,2023-2024,December 2023,0.0,0.492,12.3
Snowbasin,2023-12-28 22:00:00,2023-2024,December 2023,0.0,0.492,9.4
Snowbasin,2023-12-28 23:00:00,2023-2024,December 2023,0.0,0.492,8.1
Snowbasin,2023-12-29 00:00:00,2023-2024,December 2023,0.0,0.492,7.3
Snowbasin,2023-12-29 01:00:00,2023-2024,December 2023,0.0,0.492,6.1
Snowbasin,2023-12-29 02:00:00,2023-2024,December 2023,0.0,0.492,5.5
Snowbasin,2023-12-29 03:00:00,2023-2024,December 2023,0.0,0.492,4.8
Snowbasin,2023-12-29 04:00:00,2023-2024,December 2023,0.0,0.492,4.7
Snowbasin,2023-12-29 05:00:00,2023-2024,December 2023,0.0,0.492,4.6
Snowbasin,2023-12-29 06:00:00,2023-2024,December 2023,0.0,0.492,5.8
Snowbasin,2023-12-29 07:00:00,2023-2024,December 2023,0.0,0.492,5.1
Snowbasin,2023-12-29 08:00:00,2023-2024,December 2023,0.0,0.492,4.4
Snowbasin,2023-12-29 09:00:00,2023-2024,December 2023,0.0,0.492,7.1
Snowbasin,2023-12-29 10:00:00,2023-2024,December 2023,0.0,0.492,15.6
Snowbasin,2023-12-29 11:00:00,2023-2024,December 2023,0.0,0.492,25.3
Snowbasin,2023-12-29 12:00:00,2023-2024,December 2023,0.0,0.492,30.7
Snowbasin,2023-12-29 13:00:00,2023-2024,December 2023,0.0,0.492,32.4
Snowbasin,2023-12-29 14:00:00,2023-2024,December 2023,0.0,0.459,34.0
Snowbasin,2023-12-29 15:00:00,2023-2024,December 2023,0.0,0.459,37.2
Snowbasin,2023-12-29 16:00:00,2023-2024,December 2023,0.0,0.459,36.4
Snowbasin,2023-12-29 17:00:00,2023-2024,December 2023,0.0,0.459,34.5
Snowbasin,2023-12-29 18:00:00,2023-2024,December 2023,0.0,0.459,28.2
Snowbasin,2023-12-29 19:00:00,2023-2024,December 2023,0.0,0.459,18.9
Snowbasin,2023-12-29 20:00:00,2023-2024,December 2023,0.0,0.459,18.3
Snowbasin,2023-12-29 21:00:00,2023-2024,December 2023,0.0,0.459,16.4
Snowbasin,2023-12-29 22:00:00,2023-2024,December 2023,0.0,0.459,13.2
Snowbasin,2023-12-29 23:00:00,2023-2024,December 2023,0.0,0.459,11.0
Snowbasin,2023-12-30 00:00:00,2023-2024,December 2023,0.0,0.459,9.9
Snowbasin,2023-12-30 01:00:00,2023-2024,December 2023,0.0,0.459,8.8
Snowbasin,2023-12-30 02:00:00,2023-2024,December 2023,0.0,0.459,8.6
Snowbasin,2023-12-30 03:00:00,2023-2024,December 2023,0.0,0.459,9.0
Snowbasin,2023-12-30 04:00:00,2023-2024,December 2023,0.0,0.459,8.8
Snowbasin,2023-12-30 05:00:00,2023-2024,December 2023,0.0,0.459,9.7
Snowbasin,2023-12-30 06:00:00,2023-2024,December 2023,0.0,0.459,11.4
Snowbasin,2023-12-30 07:00:00,2023-2024,December 2023,0.0,0.459,11.5
Snowbasin,2023-12-30 08:00:00,2023-2024,December 2023,0.0,0.459,11.9
Snowbasin,2023-12-30 09:00:00,2023-2024,December 2023,0.0,0.459,14.3
Snowbasin,2023-12-30 10:00:00,2023-2024,December 2023,0.0,0.459,20.2
Snowbasin,2023-12-30 11:00:00,2023-2024,December 2023,0.0,0.459,27.4
Snowbasin,2023-12-30 12:00:00,2023-2024,December 2023,0.055,0.459,31.2
Snowbasin,2023-12-30 13:00:00,2023-2024,December 2023,0.11,0.459,32.6
Snowbasin,2023-12-30 14:00:00,2023-2024,December 2023,0.0,0.427,33.5
Snowbasin,2023-12-30 15:00:00,2023-2024,December 2023,0.0,0.427,33.4
Snowbasin,2023-12-30 16:00:00,2023-2024,December 2023,0.0,0.427,32.0
Snowbasin,2023-12-30 17:00:00,2023-2024,December 2023,0.0,0.427,27.8
Snowbasin,2023-12-30 18:00:00,2023-2024,December 2023,0.0,0.427,28.1
Snowbasin,2023-12-30 19:00:00,2023-2024,December 2023,0.0,0.427,27.3
Snowbasin,2023-12-30 20:00:00,2023-2024,December 2023,0.0,0.427,24.5
Snowbasin,2023-12-30 21:00:00,2023-2024,December 2023,0.0,0.427,22.4
Snowbasin,2023-12-30 22:00:00,2023-2024,December 2023,0.0,0.427,19.9
Snowbasin,2023-12-30 23:00:00,2023-2024,December 2023,0.0,0.427,17.0
Snowbasin,2023-12-31 00:00:00,2023-2024,December 2023,0.0,0.427,15.8
Snowbasin,2023-12-31 01:00:00,2023-2024,December 2023,0.0,0.427,14.1
Snowbasin,2023-12-31 02:00:00,2023-2024,December 2023,0.0,0.427,12.2
Snowbasin,2023-12-31 03:00:00,2023-2024,December 2023,0.0,0.427,9.7
Snowbasin,2023-12-31 04:00:00,2023-2024,December 2023,0.0,0.427,7.4
Snowbasin,2023-12-31 05:00:00,2023-2024,December 2023,0.0,0.427,6.1
Snowbasin,2023-12-31 06:00:00,2023-2024,December 2023,0.0,0.427,7.5
Snowbasin,2023-12-31 07:00:00,2023-2024,December 2023,0.0,0.427,7.1
Snowbasin,2023-12-31 08:00:00,2023-2024,December 2023,0.0,0.427,6.6
Snowbasin,2023-12-31 09:00:00,2023-2024,December 2023,0.0,0.427,9.2
Snowbasin,2023-12-31 10:00:00,2023-2024,December 2023,0.0,0.427,16.6
Snowbasin,2023-12-31 11:00:00,2023-2024,December 2023,0.0,0.427,25.5
Snowbasin,2023-12-31 12:00:00,2023-2024,December 2023,0.0,0.427,29.5
Snowbasin,2023-12-31 13:00:00,2023-2024,December 2023,0.0,0.394,31.2
Snowbasin,2023-12-31 14:00:00,2023-2024,December 2023,0.0,0.394,31.6
Snowbasin,2023-12-31 15:00:00,2023-2024,December 2023,0.0,0.394,30.6
Snowbasin,2023-12-31 16:00:00,2023-2024,December 2023,0.0,0.394,31.9
Snowbasin,2023-12-31 17:00:00,2023-2024,December 2023,0.0,0.394,30.1
Snowbasin,2023-12-31 18:00:00,2023-2024,December 2023,0.0,0.394,29.1
Snowbasin,2023-12-31 19:00:00,2023-2024,December 2023,0.0,0.394,24.8
Snowbasin,2023-12-31 20:00:00,2023-2024,December 2023,0.0,0.394,11.6
Snowbasin,2023-12-31 21:00:00,2023-2024,December 2023,0.0,0.394,9.6
Snowbasin,2023-12-31 22:00:00,2023-2024,December 2023,0.0,0.394,8.8
Snowbasin,2023-12-31 23:00:00,2023-2024,December 2023,0.0,0.394,7.3
Snowbasin,2024-01-01 00:00:00,2023-2024,December 2023,0.0,0.394,5.7
Snowbasin,2024-01-01 01:00:00,2023-2024,December 2023,0.0,0.394,4.2
Snowbasin,2024-01-01 02:00:00,2023-2024,December 2023,0.0,0.394,3.0
Snowbasin,2024-01-01 03:00:00,2023-2024,December 2023,0.0,0.394,2.4
Snowbasin,2024-01-01 04:00:00,2023-2024,December 2023,0.0,0.394,1.9
Snowbasin,2024-01-01 05:00:00,2023-2024,December 2023,0.0,0.394,1.2
Snowbasin,2024-01-01 06:00:00,2023-2024,December 2023,0.0,0.394,0.9
Snowbasin,2024-01-01 07:00:00,2023-2024,December 2023,0.0,0.394,0.7
Snowbasin,2024-01-01 08:00:00,2023-2024,December 2023,0.0,0.394,0.3
Snowbasin,2024-01-01 09:00:00,2023-2024,December 2023,0.0,0.394,3.4
Snowbasin,2024-01-01 10:00:00,2023-2024,December 2023,0.0,0.394,12.4
Snowbasin,2024-01-01 11:00:00,2023-2024,December 2023,0.0,0.394,21.2
Snowbasin,2024-01-01 12:00:00,2023-2024,December 2023,0.0,0.361,25.5
Snowbasin,2024-01-01 13:00:00,2023-2024,December 2023,0.0,0.361,29.1
Snowbasin,2024-01-01 14:00:00,2023-2024,December 2023,0.0,0.361,30.2
Snowbasin,2024-01-01 15:00:00,2023-2024,December 2023,0.0,0.361,30.0
Snowbasin,2024-01-01 16:00:00,2023-2024,December 2023,0.0,0.361,26.5
Snowbasin,2024-01-01 17:00:00,2023-2024,December 2023,0.0,0.361,27.1
Snowbasin,2024-01-01 18:00:00,2023-2024,December 2023,0.0,0.361,27.1
Snowbasin,2024-01-01 19:00:00,2023-2024,December 2023,0.0,0.361,22.8
Snowbasin,2024-01-01 20:00:00,2023-2024,December 2023,0.0,0.361,8.4
Snowbasin,2024-01-01 21:00:00,2023-2024,December 2023,0.0,0.361,5.3
Snowbasin,2024-01-01 22:00:00,2023-2024,December 2023,0.0,0.361,0.4
Snowbasin,2024-01-01 23:00:00,2023-2024,December 2023,0.0,0.361,-4.1
Snowbasin,2024-01-01 00:00:00,2023-2024,January 2024,0.0,0.394,5.7
Snowbasin,2024-01-01 01:00:00,2023-2024,January 2024,0.0,0.394,4.2
Snowbasin,2024-01-01 02:00:00,2023-2024,January 2024,0.0,0.394,3.0
Snowbasin,2024-01-01 03:00:00,2023-2024,January 2024,0.0,0.394,2.4
Snowbasin,2024-01-01 04:00:00,2023-2024,January 2024,0.0,0.394,1.9
Snowbasin,2024-01-01 05:00:00,2023-2024,January 2024,0.0,0.394,1.2
Snowbasin,2024-01-01 06:00:00,2023-2024,January 2024,0.0,0.394,0.9
Snowbasin,2024-01-01 07:00:00,2023-2024,January 2024,0.0,0.394,0.7
Snowbasin,2024-01-01 08:00:00,2023-2024,January 2024,0.0,0.394,0.3
Snowbasin,2024-01-01 09:00:00,2023-2024,January 2024,0.0,0.394,3.4
Snowbasin,2024-01-01 10:00:00,2023-2024,January 2024,0.0,0.394,12.4
Snowbasin,2024-01-01 11:00:00,2023-2024,January 2024,0.0,0.394,21.2
Snowbasin,2024-01-01 12:00:00,2023-2024,January 2024,0.0,0.361,25.5
Snowbasin,2024-01-01 13:00:00,2023-2024,January 2024,0.0,0.361,29.1
Snowbasin,2024-01-01 14:00:00,2023-2024,January 2024,0.0,0.361,30.2
Snowbasin,2024-01-01 15:00:00,2023-2024,January 2024,0.0,0.361,30.0
Snowbasin,2024-01-01 16:00:00,2023-2024,January 2024,0.0,0.361,26.5
Snowbasin,2024-01-01 17:00:00,2023-2024,January 2024,0.0,0.361,27.1
Snowbasin,2024-01-01 18:00:00,2023-2024,January 2024,0.0,0.361,27.1
Snowbasin,2024-01-01 19:00:00,2023-2024,January 2024,0.0,0.361,22.8
Snowbasin,2024-01-01 20:00:00,2023-2024,January 2024,0.0,0.361,8.4
Snowbasin,2024-01-01 21:00:00,2023-2024,January 2024,0.0,0.361,5.3
Snowbasin,2024-01-01 22:00:00,2023-2024,January 2024,0.0,0.361,0.4
Snowbasin,2024-01-01 23:00:00,2023-2024,January 2024,0.0,0.361,-4.1
Snowbasin,2024-01-02 00:00:00,2023-2024,January 2024,0.0,0.361,-4.9
Snowbasin,2024-01-02 01:00:00,2023-2024,January 2024,0.0,0.361,-3.9
Snowbasin,2024-01-02 02:00:00,2023-2024,January 2024,0.0,0.361,-2.4
Snowbasin,2024-01-02 03:00:00,2023-2024,January 2024,0.0,0.361,-1.3
Snowbasin,2024-01-02 04:00:00,2023-2024,January 2024,0.0,0.361,-0.8
Snowbasin,2024-01-02 05:00:00,2023-2024,January 2024,0.0,0.361,-0.9
Snowbasin,2024-01-02 06:00:00,2023-2024,January 2024,0.0,0.361,1.1
Snowbasin,2024-01-02 07:00:00,2023-2024,January 2024,0.0,0.361,-0.2
Snowbasin,2024-01-02 08:00:00,2023-2024,January 2024,0.0,0.361,-1.6
Snowbasin,2024-01-02 09:00:00,2023-2024,January 2024,0.0,0.361,0.8
Snowbasin,2024-01-02 10:00:00,2023-2024,January 2024,0.0,0.361,10.3
Snowbasin,2024-01-02 11:00:00,2023-2024,January 2024,0.0,0.361,19.7
Snowbasin,2024-01-02 12:00:00,2023-2024,January 2024,0.0,0.361,25.9
Snowbasin,2024-01-02 13:00:00,2023-2024,January 2024,0.0,0.328,27.5
Snowbasin,2024-01-02 14:00:00,2023-2024,January 2024,0.0,0.328,29.7
Snowbasin,2024-01-02 15:00:00,2023-2024,January 2024,0.0,0.328,29.1
Snowbasin,2024-01-02 16:00:00,2023-2024,January 2024,0.0,0.328,25.6
Snowbasin,2024-01-02 17:00:00,2023-2024,January 2024,0.0,0.328,26.3
Snowbasin,2024-01-02 18:00:00,2023-2024,January 2024,0.0,0.328,27.0
Snowbasin,2024-01-02 19:00:00,2023-2024,January 2024,0.0,0.328,22.8
Snowbasin,2024-01-02 20:00:00,2023-2024,January 2024,0.0,0.328,7.5
Snowbasin,2024-01-02 21:00:00,2023-2024,January 2024,0.0,0.328,7.5
Snowbasin,2024-01-02 22:00:00,2023-2024,January 2024,0.0,0.328,6.2
Snowbasin,2024-01-02 23:00:00,2023-2024,January 2024,0.0,0.328,4.2
Snowbasin,2024-01-03 00:00:00,2023-2024,January 2024,0.0,0.328,3.3
Snowbasin,2024-01-03 01:00:00,2023-2024,January 2024,0.0,0.328,2.4
Snowbasin,2024-01-03 02:00:00,2023-2024,January 2024,0.0,0.328,2.0
Snowbasin,2024-01-03 03:00:00,2023-2024,January 2024,0.0,0.328,2.4
Snowbasin,2024-01-03 04:00:00,2023-2024,January 2024,0.0,0.328,5.3
Snowbasin,2024-01-03 05:00:00,2023-2024,January 2024,0.0,0.328,5.8
Snowbasin,2024-01-03 06:00:00,2023-2024,January 2024,0.0,0.328,5.2
Snowbasin,2024-01-03 07:00:00,2023-2024,January 2024,0.0,0.328,3.8
Snowbasin,2024-01-03 08:00:00,2023-2024,January 2024,0.0,0.328,1.1
Snowbasin,2024-01-03 09:00:00,2023-2024,January 2024,0.0,0.328,2.5
Snowbasin,2024-01-03 10:00:00,2023-2024,January 2024,0.0,0.328,12.3
Snowbasin,2024-01-03 11:00:00,2023-2024,January 2024,0.0,0.328,21.4
Snowbasin,2024-01-03 12:00:00,2023-2024,January 2024,0.0,0.328,26.4
Snowbasin,2024-01-03 13:00:00,2023-2024,January 2024,0.0,0.328,30.0
Snowbasin,2024-01-03 14:00:00,2023-2024,January 2024,0.0,0.328,30.1
Snowbasin,2024-01-03 15:00:00,2023-2024,January 2024,0.0,0.328,29.2
Snowbasin,2024-01-03 16:00:00,2023-2024,January 2024,0.0,0.328,27.2
Snowbasin,2024-01-03 17:00:00,2023-2024,January 2024,0.0,0.328,25.5
Snowbasin,2024-01-03 18:00:00,2023-2024,January 2024,0.028,0.328,25.0
Snowbasin,2024-01-03 19:00:00,2023-2024,January 2024,0.0,0.328,23.5
Snowbasin,2024-01-03 20:00:00,2023-2024,January 2024,0.0,0.328,15.9
Snowbasin,2024-01-03 21:00:00,2023-2024,January 2024,0.0,0.328,13.1
Snowbasin,2024-01-03 22:00:00,2023-2024,January 2024,0.028,0.328,12.4
Snowbasin,2024-01-03 23:00:00,2023-2024,January 2024,0.028,0.328,12.0
Snowbasin,2024-01-04 00:00:00,2023-2024,January 2024,0.055,0.328,11.9
Snowbasin,2024-01-04 01:00:00,2023-2024,January 2024,0.028,0.328,11.7
Snowbasin,2024-01-04 02:00:00,2023-2024,January 2024,0.028,0.328,10.3
Snowbasin,2024-01-04 03:00:00,2023-2024,January 2024,0.028,0.328,9.0
Snowbasin,2024-01-04 04:00:00,2023-2024,January 2024,0.055,0.328,10.4
Snowbasin,2024-01-04 05:00:00,2023-2024,January 2024,0.028,0.328,10.3
Snowbasin,2024-01-04 06:00:00,2023-2024,January 2024,0.0,0.361,8.0
Snowbasin,2024-01-04 07:00:00,2023-2024,January 2024,0.0,0.361,10.2
Snowbasin,2024-01-04 08:00:00,2023-2024,January 2024,0.0,0.361,10.9
Snowbasin,2024-01-04 09:00:00,2023-2024,January 2024,0.0,0.361,12.8
Snowbasin,2024-01-04 10:00:00,2023-2024,January 2024,0.0,0.361,16.8
Snowbasin,2024-01-04 11:00:00,2023-2024,January 2024,0.028,0.361,20.8
Snowbasin,2024-01-04 12:00:00,2023-2024,January 2024,0.0,0.361,22.7
Snowbasin,2024-01-04 13:00:00,2023-2024,January 2024,0.0,0.361,24.2
Snowbasin,2024-01-04 14:00:00,2023-2024,January 2024,0.0,0.361,24.4
Snowbasin,2024-01-04 15:00:00,2023-2024,January 2024,0.055,0.361,23.6
Snowbasin,2024-01-04 16:00:00,2023-2024,January 2024,0.055,0.361,22.9
Snowbasin,2024-01-04 17:00:00,2023-2024,January 2024,0.028,0.361,21.7
Snowbasin,2024-01-04 18:00:00,2023-2024,January 2024,0.028,0.361,17.4
Snowbasin,2024-01-04 19:00:00,2023-2024,January 2024,0.028,0.361,18.0
Snowbasin,2024-01-04 20:00:00,2023-2024,January 2024,0.11,0.361,19.5
Snowbasin,2024-01-04 21:00:00,2023-2024,January 2024,0.028,0.361,19.2
Snowbasin,2024-01-04 22:00:00,2023-2024,January 2024,0.0,0.361,18.6
Snowbasin,2024-01-04 23:00:00,2023-2024,January 2024,0.0,0.394,14.5
Snowbasin,2024-01-05 00:00:00,2023-2024,January 2024,0.0,0.394,16.9
Snowbasin,2024-01-05 01:00:00,2023-2024,January 2024,0.0,0.394,12.9
Snowbasin,2024-01-05 02:00:00,2023-2024,January 2024,0.0,0.394,12.4
Snowbasin,2024-01-05 03:00:00,2023-2024,January 2024,0.0,0.394,14.3
Snowbasin,2024-01-05 04:00:00,2023-2024,January 2024,0.028,0.394,14.9
Snowbasin,2024-01-05 05:00:00,2023-2024,January 2024,0.055,0.394,15.4
Snowbasin,2024-01-05 06:00:00,2023-2024,January 2024,0.028,0.394,14.9
Snowbasin,2024-01-05 07:00:00,2023-2024,January 2024,0.028,0.427,15.1
Snowbasin,2024-01-05 08:00:00,2023-2024,January 2024,0.028,0.427,15.6
Snowbasin,2024-01-05 09:00:00,2023-2024,January 2024,0.028,0.427,16.4
Snowbasin,2024-01-05 10:00:00,2023-2024,January 2024,0.028,0.427,18.4
Snowbasin,2024-01-05 11:00:00,2023-2024,January 2024,0.11,0.427,20.1
Snowbasin,2024-01-05 12:00:00,2023-2024,January 2024,0.303,0.427,20.5
Snowbasin,2024-01-05 13:00:00,2023-2024,January 2024,0.386,0.459,20.9
Snowbasin,2024-01-05 14:00:00,2023-2024,January 2024,0.165,0.492,21.0
Snowbasin,2024-01-05 15:00:00,2023-2024,January 2024,0.055,0.492,20.4
Snowbasin,2024-01-05 16:00:00,2023-2024,January 2024,0.055,0.525,20.4
Snowbasin,2024-01-05 17:00:00,2023-2024,January 2024,0.028,0.525,19.2
Snowbasin,2024-01-05 18:00:00,2023-2024,January 2024,0.055,0.558,18.4
Snowbasin,2024-01-05 19:00:00,2023-2024,January 2024,0.138,0.558,18.1
Snowbasin,2024-01-05 20:00:00,2023-2024,January 2024,0.055,0.558,17.6
Snowbasin,2024-01-05 21:00:00,2023-2024,January 2024,0.0,0.558,17.6
Snowbasin,2024-01-05 22:00:00,2023-2024,January 2024,0.0,0.558,16.3
